id,transcript_text,bill_name,bill_stance,bill_reason,issue_name,issue_stance,issue_reason,district,state,zip_code,latitude,longitude,call_timestamp
121,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses the humanitarian situation in Gaza. I hope the Congressman takes this issue seriously. Thank you.,,,,Gaza,,,CA-09,CA,95336,38.065793,-121.289235,2026-03-06T03:17:40.416482
122,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE Act (H.R.22). I oppose it. I also want to mention concerns about healthcare affordability. Thank you.,SAVE Act,,,,,,CA-09,CA,95330,37.811981,-121.295928,2026-03-01T10:33:40.416485
123,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Epstein Files Transparency Act (H.R.4405). I oppose this bill because I think it goes too far. Thank you, have a good day.",Epstein Files Transparency Act,,,,,,CA-09,CA,95219,38.014771,-121.161766,2026-03-03T16:47:40.416488
124,Hi I'm a constituent of Congressman Josh Harder. I strongly support action on housing affordability in the Central Valley. I hope the Congressman takes this issue seriously. Thank you.,,,,housing,,,CA-09,CA,95207,38.116437,-121.28097,2026-02-28T17:02:40.416490
125,Hi I'm a constituent of Congressman Josh Harder. I hope Congress focuses on helping working families. Thank you.,,,,,,,CA-09,CA,95210,37.80167,-121.373435,2026-03-06T09:41:40.416493
126,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE Act (H.R.22). I support it. I also want to mention concerns about energy prices. Thank you.,SAVE Act,,,ICE,,,CA-09,CA,95207,37.844802,-121.402196,2026-03-04T16:40:40.416496
127,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses water shortages affecting agriculture. I hope the Congressman takes this issue seriously. Thank you.,,,,,,,CA-09,CA,95207,38.139258,-121.395821,2026-03-05T13:04:40.416498
128,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95210,37.821954,-121.10867,2026-03-05T13:41:40.416501
129,Hi I'm a constituent of Congressman Josh Harder. I hope Congress focuses on helping working families. Thank you.,,,,,,,CA-09,CA,95207,37.873364,-121.272431,2026-02-28T21:02:40.416503
130,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Epstein Files Transparency Act (H.R.4405). I oppose this bill because I think it goes too far. Thank you, have a good day.",Epstein Files Transparency Act,,,,,,CA-09,CA,95336,38.103339,-121.493004,2026-03-03T04:31:40.416506
131,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Reconciliation Act (H.R.1). I support it. I also want to mention concerns about the war with Iran. Thank you.,,,,Iran,,,CA-09,CA,95210,37.907709,-121.497192,2026-03-06T13:52:40.416509
132,Hi I'm a constituent of Congressman Josh Harder. I hope Congress focuses on helping working families. Thank you.,,,,,,,CA-09,CA,95336,37.810697,-121.189409,2026-03-01T20:48:40.416512
133,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Impeachment Resolution (H.Res.353). I support this bill because it would help working people. Thank you, have a good day.",,,,,,,CA-09,CA,95207,37.997649,-121.367965,2026-03-06T09:15:40.416514
134,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE Act (H.R.22). I support it. I also want to mention concerns about immigration enforcement and ICE policy. Thank you.,SAVE Act,,,ICE,,,CA-09,CA,95336,38.016023,-121.33977,2026-03-06T13:52:40.416517
135,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95376,37.849656,-121.230919,2026-02-28T17:02:40.416520
136,Hi I'm a constituent of Congressman Josh Harder. I strongly support action on the humanitarian situation in Gaza. I hope the Congressman takes this issue seriously. Thank you.,,,,Gaza,,,CA-09,CA,95207,37.855027,-121.178142,2026-03-04T11:38:40.416522
137,Hi I'm a constituent of Congressman Josh Harder. I'm worried about energy prices. I hope the Congressman takes this issue seriously. Thank you.,,,,ICE,,,CA-09,CA,95219,37.839111,-121.334805,2026-03-01T12:32:40.416525
138,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Reconciliation Act (H.R.1). I support it. I also want to mention concerns about rising cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95219,37.93613,-121.2687,2026-03-02T17:39:40.416528
139,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses energy prices. I hope the Congressman takes this issue seriously. Thank you.,,,,ICE,,,CA-09,CA,95207,37.891508,-121.210827,2026-03-01T16:29:40.416530
140,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Epstein Files Transparency Act (H.R.4405). I oppose this bill because I have concerns about the policy. Thank you, have a good day.",Epstein Files Transparency Act,,,,,,CA-09,CA,95376,38.199553,-121.339703,2026-03-05T10:22:40.416533
141,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Stop the Sexualization of Children Act (H.R.7661). I support this bill because it would help families in our district. Thank you, have a good day.",Stop the Sexualization of Children Act,,,,,,CA-09,CA,95330,38.16265,-121.176604,2026-03-06T15:51:40.416536
142,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Stop the Sexualization of Children Act (H.R.7661). I oppose this bill because I have concerns about the policy. Thank you, have a good day.",Stop the Sexualization of Children Act,,,,,,CA-09,CA,95336,37.897028,-121.457559,2026-03-03T12:21:40.416538
143,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95210,38.109153,-121.163787,2026-03-02T21:44:40.416541
144,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Consolidated Appropriations Act 2026 (H.R.7148). I support this bill because I think it goes too far. Thank you, have a good day.",Consolidated Appropriations Act,,,,,,CA-09,CA,95376,38.156893,-121.206472,2026-03-01T03:51:40.416544
145,Hi I'm a constituent of Congressman Josh Harder. I just wanted to share concerns about economic conditions in our community. Thank you.,,,,,,,CA-09,CA,95207,37.875673,-121.385688,2026-03-02T22:22:40.416546
146,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE Act (H.R.22). I support this bill because it would help working people. Thank you, have a good day.",SAVE Act,,,,,,CA-09,CA,95376,37.99223,-121.272479,2026-03-03T23:29:40.416549
147,Hi I'm a constituent of Congressman Josh Harder. I strongly support action on rising cost of living. I hope the Congressman takes this issue seriously. Thank you.,,,,cost of living,,,CA-09,CA,95219,37.924067,-121.358375,2026-03-01T04:40:40.416552
148,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Treat and Reduce Obesity Act (H.R.4818). I oppose this bill because it would help families in our district. Thank you, have a good day.",Treat and Reduce Obesity Act,,,,,,CA-09,CA,95210,38.077894,-121.344663,2026-03-01T11:26:40.416555
149,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Stop the Sexualization of Children Act (H.R.7661). I oppose it. I also want to mention concerns about the humanitarian situation in Gaza. Thank you.,Stop the Sexualization of Children Act,,,Gaza,,,CA-09,CA,95210,37.960496,-121.178716,2026-03-02T05:11:40.416558
150,Hi I'm a constituent of Congressman Josh Harder. I just wanted to share concerns about economic conditions in our community. Thank you.,,,,,,,CA-09,CA,95336,37.865084,-121.463536,2026-03-02T20:30:40.416560
151,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses housing affordability in the Central Valley. I hope the Congressman takes this issue seriously. Thank you.,,,,housing,,,CA-09,CA,95210,37.979328,-121.388996,2026-03-02T09:19:40.416563
152,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Consolidated Appropriations Act 2026 (H.R.7148). I support it. I also want to mention concerns about immigration enforcement and ICE policy. Thank you.,Consolidated Appropriations Act,,,ICE,,,CA-09,CA,95336,38.010864,-121.269575,2026-03-01T14:06:40.416566
153,Hi I'm a constituent of Congressman Josh Harder. I strongly support action on the war with Iran. I hope the Congressman takes this issue seriously. Thank you.,,,,Iran,,,CA-09,CA,95376,38.029972,-121.161971,2026-03-02T14:42:40.416568
154,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the ROTOR Act (S.2503). I support this bill because I don't think taxpayer money should go toward it. Thank you, have a good day.",ROTOR Act,,,,,,CA-09,CA,95336,37.845133,-121.2869,2026-03-02T20:21:40.416571
155,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Respect for Marriage Act (H.R.8404). I support this bill because it would help working people. Thank you, have a good day.",Respect for Marriage Act,,,,,,CA-09,CA,95330,37.841529,-121.30851,2026-03-06T14:27:40.416574
156,Hi I'm a constituent of Congressman Josh Harder. I hope Congress focuses on helping working families. Thank you.,,,,,,,CA-09,CA,95207,37.948705,-121.220836,2026-03-02T10:22:40.416576
157,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Consolidated Appropriations Act 2026 (H.R.7148). I oppose this bill because it would help working people. Thank you, have a good day.",Consolidated Appropriations Act,,,,,,CA-09,CA,95219,38.033368,-121.327495,2026-03-07T00:49:40.416579
158,Hi I'm a constituent of Congressman Josh Harder. I'm worried about the war with Iran. I hope the Congressman takes this issue seriously. Thank you.,,,,Iran,,,CA-09,CA,95219,38.183693,-121.483172,2026-03-07T10:04:40.416582
159,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95210,37.959085,-121.183897,2026-03-02T09:20:40.416584
160,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Epstein Files Transparency Act (H.R.4405). I oppose it. I also want to mention concerns about rising cost of living. Thank you.,Epstein Files Transparency Act,,,cost of living,,,CA-09,CA,95219,37.92752,-121.151372,2026-02-28T15:15:40.416587
161,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Treat and Reduce Obesity Act (H.R.4818). I oppose this bill because it would help families in our district. Thank you, have a good day.",Treat and Reduce Obesity Act,,,,,,CA-09,CA,95336,37.819136,-121.389405,2026-03-03T22:06:40.416590
162,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95336,37.956936,-121.166828,2026-03-06T13:02:40.416593
163,Hi I'm a constituent of Congressman Josh Harder. I'm calling because families in our district are struggling with the cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95210,37.975484,-121.474983,2026-03-04T17:13:40.416595
164,Hi I'm a constituent of Congressman Josh Harder. I'm calling because families in our district are struggling with the cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95219,38.058841,-121.410332,2026-03-05T01:30:40.416597
165,Hi I'm a constituent of Congressman Josh Harder. I just wanted to share concerns about economic conditions in our community. Thank you.,,,,,,,CA-09,CA,95207,38.153986,-121.393777,2026-03-06T10:48:40.416600
166,Hi I'm a constituent of Congressman Josh Harder. I'm really concerned about the war with Iran. I hope the Congressman takes this issue seriously. Thank you.,,,,Iran,,,CA-09,CA,95376,38.101295,-121.130247,2026-03-03T11:41:40.416603
167,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Treat and Reduce Obesity Act (H.R.4818). I support this bill because I think it goes too far. Thank you, have a good day.",Treat and Reduce Obesity Act,,,,,,CA-09,CA,95207,37.883541,-121.145466,2026-03-02T03:04:40.416606
168,Hi I'm a constituent of Congressman Josh Harder. I'm worried about immigration enforcement and ICE policy. I hope the Congressman takes this issue seriously. Thank you.,,,,ICE,,,CA-09,CA,95210,38.063245,-121.281699,2026-03-02T01:10:40.416608
169,Hi I'm a constituent of Congressman Josh Harder. I'm calling because families in our district are struggling with the cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95330,37.94067,-121.32837,2026-03-07T08:22:40.416611
170,Hi I'm a constituent of Congressman Josh Harder. I just wanted to share concerns about economic conditions in our community. Thank you.,,,,,,,CA-09,CA,95219,37.866974,-121.440544,2026-03-05T11:31:40.416613
171,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses energy prices. I hope the Congressman takes this issue seriously. Thank you.,,,,ICE,,,CA-09,CA,95330,37.87971,-121.264864,2026-03-06T05:27:40.416616
172,Hi I'm a constituent of Congressman Josh Harder. I hope Congress focuses on helping working families. Thank you.,,,,,,,CA-09,CA,95219,37.95425,-121.154221,2026-03-04T16:20:40.416619
173,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Respect for Marriage Act (H.R.8404). I oppose it. I also want to mention concerns about the humanitarian situation in Gaza. Thank you.,Respect for Marriage Act,,,Gaza,,,CA-09,CA,95336,37.921156,-121.499917,2026-03-05T19:01:40.416621
174,Hi I'm a constituent of Congressman Josh Harder. I'm worried about healthcare affordability. I hope the Congressman takes this issue seriously. Thank you.,,,,,,,CA-09,CA,95207,38.041311,-121.102938,2026-03-02T15:45:40.416624
175,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE America Act (H.R.7296). I oppose it. I also want to mention concerns about healthcare affordability. Thank you.,SAVE America Act,,,,,,CA-09,CA,95376,38.027379,-121.380625,2026-03-01T10:32:40.416627
176,Hi I'm a constituent of Congressman Josh Harder. I'm calling because families in our district are struggling with the cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95210,37.843061,-121.42352,2026-03-04T05:19:40.416630
177,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the ROTOR Act (S.2503). I support this bill because I have concerns about the policy. Thank you, have a good day.",ROTOR Act,,,,,,CA-09,CA,95207,38.108397,-121.362873,2026-02-28T20:52:40.416632
178,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95210,37.979205,-121.289658,2026-03-05T04:47:40.416635
179,Hi I'm a constituent of Congressman Josh Harder. I'm calling because families in our district are struggling with the cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95207,38.163179,-121.206195,2026-03-05T06:19:40.416637
180,Hi I'm a constituent of Congressman Josh Harder. I strongly support action on the war with Iran. I hope the Congressman takes this issue seriously. Thank you.,,,,Iran,,,CA-09,CA,95330,38.120904,-121.184202,2026-03-02T03:32:40.416640
181,Hi I'm a constituent of Congressman Josh Harder. I'm calling because families in our district are struggling with the cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95210,37.997507,-121.140427,2026-03-03T11:05:40.416642
182,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Consolidated Appropriations Act 2026 (H.R.7148). I oppose this bill because it would help families in our district. Thank you, have a good day.",Consolidated Appropriations Act,,,,,,CA-09,CA,95210,37.863119,-121.264693,2026-03-05T16:11:40.416645
183,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE America Act (H.R.7296). I support it. I also want to mention concerns about housing affordability in the Central Valley. Thank you.,SAVE America Act,,,housing,,,CA-09,CA,95376,37.92196,-121.243423,2026-03-01T04:52:40.416648
184,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Impeachment Resolution (H.Res.353). I support this bill because I think it goes too far. Thank you, have a good day.",,,,,,,CA-09,CA,95330,38.198401,-121.281659,2026-02-28T15:14:40.416651
185,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Respect for Marriage Act (H.R.8404). I support this bill because I have concerns about the policy. Thank you, have a good day.",Respect for Marriage Act,,,,,,CA-09,CA,95330,37.965845,-121.113587,2026-03-07T00:37:40.416653
186,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE Act (H.R.22). I support it. I also want to mention concerns about the humanitarian situation in Gaza. Thank you.,SAVE Act,,,Gaza,,,CA-09,CA,95210,38.100902,-121.277707,2026-03-06T03:14:40.416656
187,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Consolidated Appropriations Act 2026 (H.R.7148). I oppose this bill because I have concerns about the policy. Thank you, have a good day.",Consolidated Appropriations Act,,,,,,CA-09,CA,95207,37.924409,-121.40337,2026-03-01T03:40:40.416659
188,Hi I'm a constituent of Congressman Josh Harder. I strongly support action on water shortages affecting agriculture. I hope the Congressman takes this issue seriously. Thank you.,,,,,,,CA-09,CA,95207,37.901489,-121.301833,2026-03-01T14:40:40.416663
189,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE America Act (H.R.7296). I oppose this bill because I think it goes too far. Thank you, have a good day.",SAVE America Act,,,,,,CA-09,CA,95336,37.854579,-121.474138,2026-03-06T01:18:40.416666
190,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses energy prices. I hope the Congressman takes this issue seriously. Thank you.,,,,ICE,,,CA-09,CA,95376,38.020912,-121.104335,2026-03-02T17:40:40.416670
191,Hi I'm a constituent of Congressman Josh Harder. I'm calling because families in our district are struggling with the cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95336,37.832143,-121.208879,2026-03-03T03:53:40.416673
192,Hi I'm a constituent of Congressman Josh Harder. I just wanted to share concerns about economic conditions in our community. Thank you.,,,,,,,CA-09,CA,95210,37.908478,-121.380615,2026-03-05T06:26:40.416675
193,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95376,38.098523,-121.245027,2026-03-07T00:40:40.416678
194,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Epstein Files Transparency Act (H.R.4405). I oppose this bill because it would help families in our district. Thank you, have a good day.",Epstein Files Transparency Act,,,,,,CA-09,CA,95330,38.132752,-121.444596,2026-03-02T22:48:40.416681
195,Hi I'm a constituent of Congressman Josh Harder. I'm worried about immigration enforcement and ICE policy. I hope the Congressman takes this issue seriously. Thank you.,,,,ICE,,,CA-09,CA,95207,38.117562,-121.23805,2026-02-28T20:28:40.416683
196,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Reconciliation Act (H.R.1). I support this bill because I have concerns about the policy. Thank you, have a good day.",,,,,,,CA-09,CA,95219,37.876076,-121.474711,2026-03-06T16:13:40.416686
197,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Reconciliation Act (H.R.1). I oppose it. I also want to mention concerns about immigration enforcement and ICE policy. Thank you.,,,,ICE,,,CA-09,CA,95210,38.031899,-121.193999,2026-03-05T04:58:40.416689
198,Hi I'm a constituent of Congressman Josh Harder. I'm worried about immigration enforcement and ICE policy. I hope the Congressman takes this issue seriously. Thank you.,,,,ICE,,,CA-09,CA,95207,38.17725,-121.284164,2026-03-03T12:15:40.416692
199,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Treat and Reduce Obesity Act (H.R.4818). I oppose it. I also want to mention concerns about energy prices. Thank you.,Treat and Reduce Obesity Act,,,ICE,,,CA-09,CA,95207,37.92747,-121.332795,2026-03-04T17:02:40.416694
200,Hi I'm a constituent of Congressman Josh Harder. I hope Congress focuses on helping working families. Thank you.,,,,,,,CA-09,CA,95207,38.154846,-121.289135,2026-03-01T05:28:40.416697
201,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Respect for Marriage Act (H.R.8404). I support this bill because I don't think taxpayer money should go toward it. Thank you, have a good day.",Respect for Marriage Act,,,,,,CA-09,CA,95330,38.174471,-121.123886,2026-03-05T18:36:40.416700
202,Hi I'm a constituent of Congressman Josh Harder. I just wanted to share concerns about economic conditions in our community. Thank you.,,,,,,,CA-09,CA,95219,37.894785,-121.316592,2026-03-01T21:13:40.416702
203,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Respect for Marriage Act (H.R.8404). I oppose it. I also want to mention concerns about rising cost of living. Thank you.,Respect for Marriage Act,,,cost of living,,,CA-09,CA,95330,37.868886,-121.207401,2026-03-04T22:35:40.416705
204,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses housing affordability in the Central Valley. I hope the Congressman takes this issue seriously. Thank you.,,,,housing,,,CA-09,CA,95210,37.961424,-121.416834,2026-03-05T12:04:40.416708
205,Hi I'm a constituent of Congressman Josh Harder. I strongly support action on immigration enforcement and ICE policy. I hope the Congressman takes this issue seriously. Thank you.,,,,ICE,,,CA-09,CA,95207,37.848784,-121.150078,2026-03-05T11:03:40.416710
206,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the ROTOR Act (S.2503). I support this bill because I have concerns about the policy. Thank you, have a good day.",ROTOR Act,,,,,,CA-09,CA,95210,37.897432,-121.346852,2026-03-01T19:10:40.416713
207,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses the war with Iran. I hope the Congressman takes this issue seriously. Thank you.,,,,Iran,,,CA-09,CA,95210,37.885726,-121.119564,2026-03-03T08:34:40.416716
208,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95376,37.911903,-121.195528,2026-03-05T01:48:40.416718
209,Hi I'm a constituent of Congressman Josh Harder. I'm worried about the humanitarian situation in Gaza. I hope the Congressman takes this issue seriously. Thank you.,,,,Gaza,,,CA-09,CA,95219,38.122122,-121.323006,2026-03-05T14:17:40.416721
210,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE America Act (H.R.7296). I oppose it. I also want to mention concerns about energy prices. Thank you.,SAVE America Act,,,ICE,,,CA-09,CA,95219,38.144345,-121.474351,2026-02-28T14:13:40.416723
211,Hi I'm a constituent of Congressman Josh Harder. I strongly support action on healthcare affordability. I hope the Congressman takes this issue seriously. Thank you.,,,,,,,CA-09,CA,95376,38.055186,-121.317978,2026-03-04T21:26:40.416726
212,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Epstein Files Transparency Act (H.R.4405). I oppose it. I also want to mention concerns about the humanitarian situation in Gaza. Thank you.,Epstein Files Transparency Act,,,Gaza,,,CA-09,CA,95210,37.899769,-121.412929,2026-03-05T18:47:40.416729
213,Hi I'm a constituent of Congressman Josh Harder. I'm really concerned about the war with Iran. I hope the Congressman takes this issue seriously. Thank you.,,,,Iran,,,CA-09,CA,95210,38.02399,-121.453734,2026-03-03T11:54:40.416731
214,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95207,37.954688,-121.113269,2026-03-05T07:12:40.416734
215,Hi I'm a constituent of Congressman Josh Harder. I hope Congress focuses on helping working families. Thank you.,,,,,,,CA-09,CA,95207,38.052896,-121.434481,2026-03-05T20:56:40.416736
216,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Consolidated Appropriations Act 2026 (H.R.7148). I support this bill because I don't think taxpayer money should go toward it. Thank you, have a good day.",Consolidated Appropriations Act,,,,,,CA-09,CA,95219,38.128603,-121.316156,2026-03-04T00:53:40.416739
217,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Impeachment Resolution (H.Res.353). I support this bill because I think it goes too far. Thank you, have a good day.",,,,,,,CA-09,CA,95210,37.871157,-121.188867,2026-03-05T19:42:40.416742
218,Hi I'm a constituent of Congressman Josh Harder. I'm really concerned about housing affordability in the Central Valley. I hope the Congressman takes this issue seriously. Thank you.,,,,housing,,,CA-09,CA,95219,38.185141,-121.139587,2026-03-04T10:11:40.416745
219,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Stop the Sexualization of Children Act (H.R.7661). I oppose it. I also want to mention concerns about healthcare affordability. Thank you.,Stop the Sexualization of Children Act,,,,,,CA-09,CA,95219,37.942163,-121.12179,2026-03-05T15:21:40.416747
220,Hi I'm a constituent of Congressman Josh Harder. I'm really concerned about housing affordability in the Central Valley. I hope the Congressman takes this issue seriously. Thank you.,,,,housing,,,CA-09,CA,95376,37.806162,-121.218224,2026-03-01T15:40:40.416750
221,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Consolidated Appropriations Act 2026 (H.R.7148). I oppose it. I also want to mention concerns about rising cost of living. Thank you.,Consolidated Appropriations Act,,,cost of living,,,CA-09,CA,95336,37.959866,-121.107521,2026-03-01T16:05:40.416753
222,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the ROTOR Act (S.2503). I support it. I also want to mention concerns about the war with Iran. Thank you.,ROTOR Act,,,Iran,,,CA-09,CA,95336,37.846644,-121.348281,2026-03-04T17:39:40.416756
223,Hi I'm a constituent of Congressman Josh Harder. I just wanted to share concerns about economic conditions in our community. Thank you.,,,,,,,CA-09,CA,95219,37.890737,-121.321724,2026-03-02T11:01:40.416758
224,Hi I'm a constituent of Congressman Josh Harder. I'm calling because families in our district are struggling with the cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95376,38.017595,-121.192108,2026-03-01T05:03:40.416761
225,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses the humanitarian situation in Gaza. I hope the Congressman takes this issue seriously. Thank you.,,,,Gaza,,,CA-09,CA,95330,38.061006,-121.329033,2026-03-07T06:50:40.416763
226,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Treat and Reduce Obesity Act (H.R.4818). I support it. I also want to mention concerns about rising cost of living. Thank you.,Treat and Reduce Obesity Act,,,cost of living,,,CA-09,CA,95210,37.890467,-121.23179,2026-03-02T19:46:40.416766
227,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Respect for Marriage Act (H.R.8404). I oppose this bill because it would help working people. Thank you, have a good day.",Respect for Marriage Act,,,,,,CA-09,CA,95376,37.900664,-121.128988,2026-03-04T06:07:40.416769
228,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Consolidated Appropriations Act 2026 (H.R.7148). I support it. I also want to mention concerns about energy prices. Thank you.,Consolidated Appropriations Act,,,ICE,,,CA-09,CA,95330,37.839192,-121.337855,2026-03-02T13:52:40.416772
229,Hi I'm a constituent of Congressman Josh Harder. I strongly support action on the war with Iran. I hope the Congressman takes this issue seriously. Thank you.,,,,Iran,,,CA-09,CA,95330,38.16906,-121.342538,2026-03-01T01:49:40.416774
230,Hi I'm a constituent of Congressman Josh Harder. I hope Congress focuses on helping working families. Thank you.,,,,,,,CA-09,CA,95336,38.006212,-121.108592,2026-02-28T21:33:40.416777
231,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE America Act (H.R.7296). I oppose this bill because I think it goes too far. Thank you, have a good day.",SAVE America Act,,,,,,CA-09,CA,95336,37.846733,-121.200983,2026-03-02T11:03:40.416780
232,Hi I'm a constituent of Congressman Josh Harder. I'm worried about rising cost of living. I hope the Congressman takes this issue seriously. Thank you.,,,,cost of living,,,CA-09,CA,95376,38.057856,-121.331766,2026-03-06T02:54:40.416782
233,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95336,38.168167,-121.444504,2026-03-07T09:47:40.416785
234,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Consolidated Appropriations Act 2026 (H.R.7148). I support this bill because it would help working people. Thank you, have a good day.",Consolidated Appropriations Act,,,,,,CA-09,CA,95336,38.049907,-121.448117,2026-03-07T11:00:40.416790
235,Hi I'm a constituent of Congressman Josh Harder. I'm calling because families in our district are struggling with the cost of living. Thank you.,,,,cost of living,,,CA-09,CA,95207,38.127179,-121.488743,2026-03-04T18:46:40.416792
236,Hi I'm a constituent of Congressman Josh Harder. I wanted to express concerns about national policy decisions affecting our district. Thank you.,,,,,,,CA-09,CA,95207,37.883343,-121.474434,2026-03-03T08:27:40.416795
237,Hi I'm a constituent of Congressman Josh Harder. I'm calling about the Impeachment Resolution (H.Res.353). I oppose it. I also want to mention concerns about immigration enforcement and ICE policy. Thank you.,,,,ICE,,,CA-09,CA,95330,38.176552,-121.283835,2026-03-02T10:22:40.416798
238,"Hi I'm a constituent of Congressman Josh Harder. I'm calling about the SAVE America Act (H.R.7296). I oppose this bill because I don't think taxpayer money should go toward it. Thank you, have a good day.",SAVE America Act,,,,,,CA-09,CA,95210,38.131271,-121.140163,2026-03-07T10:46:40.416801
239,Hi I'm a constituent of Congressman Josh Harder. I hope Congress focuses on helping working families. Thank you.,,,,,,,CA-09,CA,95219,38.172159,-121.430712,2026-03-02T11:25:40.416803
240,Hi I'm a constituent of Congressman Josh Harder. I hope Congress addresses energy prices. I hope the Congressman takes this issue seriously. Thank you.,,,,ICE,,,CA-09,CA,95207,38.124768,-121.165976,2026-03-04T03:33:40.416806
